Fake_StudentID,Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nacionality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Target
67897125D,1,7,1,9500,1,3,120.0,1,37,37,4,5,120.0,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout
87560915A,1,1,1,9147,1,1,128.0,1,38,37,5,6,122.1,0,0,0,1,0,1,18,0,0,5,11,4,11.57142857,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,No dropout
19415175D,1,1,1,9853,1,1,162.0,1,37,19,9,8,142.8,0,0,1,1,0,0,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout
62342837A,1,1,1,9238,1,1,130.0,1,1,1,4,4,124.8,0,0,0,1,0,1,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,No dropout
56898729C,1,17,2,9147,1,1,134.0,1,37,19,9,8,126.3,1,0,0,1,0,1,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,No dropout
67257999A,1,1,1,9147,1,1,133.1,1,19,19,9,9,119.0,1,0,0,0,0,1,19,0,0,5,7,3,10.66666667,0,0,5,10,3,12.28571429,0,10.8,1.4,1.74,Dropout
12502102A,1,17,1,9500,1,1,137.0,1,19,38,3,9,124.9,0,0,0,1,0,1,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.86444444,0,15.5,2.8,-4.06,No dropout
36797372D,1,1,1,9238,1,1,133.1,1,38,38,191,192,118.0,0,0,1,1,0,1,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,No dropout
94321615C,2,43,1,8014,0,1,110.0,1,37,19,9,3,100.0,0,0,0,1,0,0,34,0,9,11,17,9,12.33333333,0,3,7,12,7,12.14285714,0,9.4,-0.8,-3.12,No dropout
83722649D,2,39,1,9500,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,No dropout
60646435C,1,17,3,9500,1,1,133.0,1,3,19,2,5,130.8,1,0,0,1,0,0,19,0,0,8,8,8,13.4275,0,0,8,8,8,13.4275,0,9.4,-0.8,-3.12,No dropout
89281966A,1,39,1,9070,1,1,130.0,1,1,19,4,4,110.0,1,0,0,1,0,0,24,0,0,6,6,6,15.16666667,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,No dropout
90498895D,1,10,1,9773,1,1,151.0,22,38,37,0,5,151.0,1,0,0,1,0,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
69630204B,1,17,1,9130,1,1,125.0,1,19,19,3,10,131.0,1,0,0,1,1,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
36803532B,1,1,1,9147,1,1,158.0,1,1,38,3,6,155.2,0,0,0,1,1,1,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,No dropout
94510859D,1,1,2,9147,1,1,128.0,1,3,1,3,3,121.0,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,No dropout
52305433C,1,1,6,9500,1,1,133.0,1,1,1,9,9,119.7,1,1,1,1,1,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111,0,12.4,0.5,1.79,No dropout
47982816B,1,1,1,9130,1,1,138.0,1,3,19,2,4,131.0,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout
50793948B,1,17,1,9003,1,1,126.0,1,37,3,5,2,116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.66666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout
51800199A,2,39,1,9991,0,1,140.0,1,36,14,9,10,130.0,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout
57391943B,1,1,2,9500,1,1,143.0,1,5,5,2,2,137.8,0,0,0,1,1,0,19,0,0,7,10,6,13.49285714,0,0,8,9,8,12.68888889,0,12.4,0.5,1.79,No dropout
61540739D,1,43,3,9254,1,1,135.0,1,3,3,2,2,122.1,0,0,0,1,1,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,No dropout
36630813A,1,7,1,9500,1,3,120.0,1,1,1,7,10,120.0,1,0,0,0,1,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
56577360A,1,1,1,9119,1,1,148.0,1,19,38,9,7,133.0,0,0,0,1,1,0,18,0,0,5,12,5,13.28571429,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout
70513077B,1,1,1,9147,1,1,126.0,1,3,19,3,3,115.2,0,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,No dropout
71697116A,1,44,1,9003,1,39,160.0,1,3,3,2,10,160.0,1,0,0,1,1,0,20,0,0,6,7,6,14.0,0,0,6,7,6,14.66666667,0,12.4,0.5,1.79,No dropout
55225194C,1,39,1,9085,1,1,140.0,1,37,37,90,90,106.3,0,0,1,0,1,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
64319099D,4,39,2,9670,1,19,133.1,1,19,1,90,90,103.0,0,0,0,0,1,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
23968527A,1,1,1,9070,1,1,136.0,1,3,3,9,9,136.0,1,0,1,0,0,1,19,0,0,6,6,6,11.83333333,0,0,6,8,6,12.875,0,10.8,1.4,1.74,No dropout
55403263C,1,15,1,9238,1,1,150.0,26,19,1,9,9,146.5,1,0,1,0,1,0,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,No dropout
27278756B,1,17,3,9070,1,1,130.0,1,1,4,4,2,131.4,0,0,0,1,1,0,20,0,0,6,6,6,14.16666667,0,0,6,8,6,12.33333333,0,11.1,0.6,2.02,No dropout
10618667B,2,42,1,9991,0,1,130.0,1,3,2,2,2,130.0,0,0,0,1,1,0,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,No dropout
61308064C,2,39,1,9119,1,1,110.0,1,19,19,0,5,137.0,0,0,1,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
78158164C,1,39,1,9119,1,1,110.0,1,1,1,4,4,125.9,0,0,0,1,1,0,34,0,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,No dropout
84168120D,1,1,1,9254,1,1,121.0,1,1,1,5,4,111.9,1,0,0,0,1,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout
31084683A,1,17,1,9070,1,1,127.0,1,37,38,9,5,131.2,1,0,0,1,1,0,18,0,0,6,6,6,11.83333333,0,0,6,6,6,13.16666667,0,7.6,2.6,0.32,No dropout
39455752A,1,1,1,9130,1,1,140.0,1,9,19,4,4,131.2,0,0,0,1,1,1,26,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Dropout
48086631D,1,39,1,9991,0,1,130.0,1,1,1,3,7,140.0,0,0,0,1,1,0,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,No dropout
10213082B,1,39,2,9147,1,1,130.0,1,19,19,5,9,121.5,0,0,0,0,1,0,26,0,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
60037243D,1,39,1,9991,0,1,100.0,1,37,37,9,6,153.5,0,0,1,0,1,0,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
32074404D,1,1,3,171,1,1,139.0,1,37,19,9,8,142.2,1,0,0,1,1,1,20,0,6,12,12,12,14.58333333,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,No dropout
41688815C,1,1,1,9773,1,1,150.0,1,19,11,0,0,131.1,1,0,0,1,1,0,19,0,0,6,6,6,11.66666667,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,No dropout
32986490B,1,17,1,9670,1,1,133.1,1,34,3,7,2,130.6,1,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
88075674D,1,1,6,9500,1,1,119.0,1,1,1,4,4,115.0,1,0,0,1,1,1,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Dropout
15436491A,1,51,1,9500,1,1,170.0,1,1,1,4,10,125.0,0,0,0,1,1,0,20,0,0,7,7,7,15.66,0,7,10,11,9,15.01111111,0,11.1,0.6,2.02,No dropout
72900528B,1,39,1,8014,0,1,133.1,1,34,34,0,0,97.5,1,0,0,1,1,0,29,0,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
32328599B,1,1,4,9773,1,1,133.0,1,19,19,7,7,134.4,1,0,0,1,1,1,20,0,0,6,6,6,12.16666667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,No dropout
26664674A,1,1,1,9500,1,1,125.0,1,37,37,9,9,118.8,0,0,0,1,1,0,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,No dropout
35502258C,1,39,1,9556,1,19,133.1,1,42,1,3,7,110.5,0,0,0,1,1,0,37,0,0,7,15,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
31283207D,1,1,5,9500,1,1,143.0,1,37,19,4,4,123.3,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout
31881284C,1,1,2,171,1,1,127.0,1,2,19,5,5,139.6,1,0,1,0,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
94925855B,1,17,1,9500,1,1,157.0,1,19,3,4,9,138.8,0,0,0,1,1,0,18,0,0,8,8,7,13.55714286,0,0,8,8,7,13.55714286,0,12.7,3.7,-1.7,No dropout
48396346D,2,44,1,9119,1,39,160.0,1,37,37,9,9,160.0,0,0,1,1,1,0,41,0,3,7,15,5,14.33333333,0,1,6,16,6,14.63636364,0,12.4,0.5,1.79,No dropout
37885629B,1,39,1,9003,1,1,140.0,1,37,37,9,4,140.0,0,0,0,1,1,0,35,0,0,6,16,4,12.0,0,0,6,11,3,10.33333333,0,13.9,-0.3,0.79,Dropout
41666925C,1,17,1,9254,1,1,128.0,1,19,38,9,9,118.2,0,0,0,1,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
39562715A,1,1,1,171,1,1,145.0,1,1,19,10,5,150.6,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,No dropout
81050243A,2,39,1,9500,1,1,133.1,1,37,37,191,172,115.2,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,No dropout
49784713A,1,1,1,9500,1,1,132.0,1,19,2,9,3,126.0,1,0,0,1,0,0,19,0,0,7,7,6,12.18333333,0,0,7,7,6,12.18333333,0,7.6,2.6,0.32,No dropout
95659672C,1,44,1,9003,1,39,160.0,1,37,37,9,7,160.0,1,0,0,0,1,0,30,0,4,9,18,6,11.83333333,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,Dropout
39726560B,2,43,1,9773,1,1,160.0,1,37,37,5,0,160.0,0,0,1,0,1,0,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
10131820A,1,10,1,9085,1,1,184.4,22,2,19,2,8,184.4,0,0,0,1,0,0,18,1,0,6,8,6,15.0,0,0,6,10,5,14.33333333,0,11.1,0.6,2.02,No dropout
91235617C,1,1,1,171,1,1,149.0,1,1,1,9,3,156.0,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,No dropout
34856279C,1,1,1,171,1,1,146.0,1,40,43,4,4,150.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,No dropout
18411633D,1,1,5,9500,1,1,139.0,1,38,37,7,7,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,No dropout
11784689C,1,1,1,9130,1,1,152.0,1,2,22,4,3,146.1,1,0,0,1,0,0,18,0,0,5,8,4,13.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
26768006D,1,1,1,171,1,1,147.0,1,2,3,4,8,145.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,No dropout
31353305B,1,18,1,171,1,1,121.0,1,1,1,4,3,116.8,1,0,0,1,0,0,23,0,15,17,18,17,11.5,0,16,17,17,17,12.17647059,0,12.4,0.5,1.79,No dropout
98665531B,1,1,1,9070,1,1,124.0,1,19,19,7,9,132.1,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,6,3,11.0,0,7.6,2.6,0.32,No dropout
44353119B,1,1,1,9085,1,1,105.0,1,19,37,8,8,102.6,0,1,0,1,0,0,21,0,0,6,13,4,12.0,0,0,6,17,2,11.5,0,11.1,0.6,2.02,No dropout
62569597C,1,1,1,9773,1,1,121.0,1,3,3,2,2,112.3,1,0,1,0,0,0,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,Dropout
32554850A,1,1,1,171,1,1,143.0,1,12,12,4,1,155.3,1,1,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,No dropout
54260354D,1,53,1,9085,1,42,150.0,1,3,1,2,8,153.8,1,0,0,1,0,0,21,0,7,11,15,10,14.5,0,4,9,15,8,14.0,0,8.9,1.4,3.51,No dropout
35917172D,1,43,1,9773,1,1,126.0,1,1,37,3,0,110.0,0,0,1,1,0,0,20,0,0,6,7,6,13.33333333,0,0,6,8,6,12.66666667,0,12.4,0.5,1.79,No dropout
75571440B,1,42,1,9085,1,1,133.1,1,1,9,4,4,128.2,0,0,0,1,0,0,24,0,5,11,29,9,12.0,6,4,10,21,9,12.55555556,0,9.4,-0.8,-3.12,No dropout
65761504B,1,1,1,9130,1,1,127.0,1,1,1,4,4,120.4,1,0,0,1,0,0,18,0,0,6,9,6,15.125,0,0,6,9,6,14.0,0,13.9,-0.3,0.79,No dropout
14855081A,1,17,1,9500,1,1,160.0,1,19,1,4,10,153.0,1,0,0,1,0,0,18,0,0,7,7,6,13.11666667,0,0,7,7,6,13.11666667,0,7.6,2.6,0.32,No dropout
84318866B,1,1,1,9773,1,1,121.0,1,19,1,7,9,117.9,1,0,0,1,0,0,19,0,0,6,7,6,12.83333333,0,0,6,7,6,11.66666667,0,11.1,0.6,2.02,No dropout
62910249A,1,44,1,9238,1,39,150.0,1,1,37,4,8,145.6,1,0,0,1,0,1,20,0,3,6,6,6,13.33333333,0,2,6,6,6,14.16666667,0,13.9,-0.3,0.79,No dropout
78292303D,1,1,6,9500,1,1,117.0,1,4,12,5,9,119.8,1,0,0,1,0,0,18,0,0,7,7,7,13.87714286,0,0,8,8,8,15.6625,0,12.4,0.5,1.79,No dropout
25447077D,1,1,6,9500,1,1,141.0,1,19,1,9,10,126.8,1,0,0,1,0,0,18,0,0,8,8,7,12.94428571,0,0,8,8,7,12.94428571,0,10.8,1.4,1.74,No dropout
13663250B,1,17,1,9853,1,1,112.0,1,2,19,3,9,106.1,1,0,0,1,0,0,19,0,0,6,8,5,12.33333333,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,No dropout
11697000B,1,1,1,9500,1,1,148.0,1,3,3,2,2,137.3,1,0,0,1,0,0,19,0,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,7.6,2.6,0.32,No dropout
34309090D,1,1,2,9670,1,1,120.0,1,3,19,4,5,115.5,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,8,5,14.0,0,13.9,-0.3,0.79,No dropout
64472332B,1,1,2,9500,1,1,132.0,1,37,37,5,7,127.5,1,0,0,1,0,0,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,No dropout
12752760D,1,1,2,9556,1,1,125.0,1,38,1,9,3,116.3,1,0,0,1,0,0,18,0,0,7,8,7,13.42857143,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,No dropout
44288900A,2,17,3,8014,0,1,123.0,1,19,37,3,3,113.2,0,0,1,0,0,0,18,0,0,6,9,3,10.66666667,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
76547722B,1,1,1,9853,1,1,142.0,1,12,12,9,4,132.6,1,0,0,1,0,0,18,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,7.6,2.6,0.32,No dropout
93681548A,1,1,4,9500,1,1,148.0,1,1,37,4,8,132.0,1,0,0,1,0,0,18,0,0,7,7,6,13.45,0,0,7,7,6,13.45,0,7.6,2.6,0.32,No dropout
17350321B,1,17,5,9500,1,1,136.0,1,19,38,5,8,130.3,1,0,0,1,0,1,18,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,No dropout
14703691A,1,1,4,9500,1,1,123.0,1,19,38,9,10,116.7,1,0,0,1,0,0,20,0,0,7,7,7,12.48571429,0,0,8,12,8,12.9375,0,16.2,0.3,-0.92,No dropout
82302752D,1,1,2,9070,1,1,135.0,1,19,37,9,9,134.0,1,0,0,1,0,1,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,12.7,3.7,-1.7,No dropout
57381123C,1,43,1,9670,1,1,151.0,1,19,19,1,1,100.0,0,0,1,1,0,0,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,No dropout
35495955B,1,44,1,9085,1,39,140.0,1,1,1,3,7,140.0,1,0,0,1,0,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,No dropout
67623716A,1,1,2,9238,1,1,136.0,1,37,38,9,8,139.2,1,0,0,1,0,0,18,0,0,6,7,6,13.83333333,0,0,6,6,6,14.0,0,9.4,-0.8,-3.12,No dropout
27346525A,1,1,1,9853,1,1,142.0,1,19,1,9,1,132.6,0,0,0,1,0,0,18,0,0,6,8,5,12.8,0,0,6,14,3,10.0,0,9.4,-0.8,-3.12,No dropout
83865471C,1,17,3,9147,1,1,142.0,1,37,38,5,1,129.4,0,0,0,1,0,0,18,0,0,5,5,5,13.2,0,0,5,6,4,12.5,0,9.4,-0.8,-3.12,No dropout
16748082D,1,17,1,9670,1,1,127.0,1,1,38,4,7,125.6,0,0,1,1,0,1,18,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
75057173C,1,17,1,9238,1,1,131.0,1,1,1,4,10,129.3,0,0,0,1,0,0,19,0,4,8,8,8,13.875,0,1,6,8,5,14.0,0,11.1,0.6,2.02,No dropout
29072120A,1,1,1,9085,1,1,134.0,1,38,19,9,4,128.4,1,0,0,1,0,1,19,0,0,5,7,5,12.5,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,No dropout
70919671D,1,17,2,9773,1,1,142.0,1,19,19,9,9,139.9,0,0,0,1,0,1,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,No dropout
16198745B,1,1,1,9070,1,1,123.0,1,38,38,9,5,124.8,0,0,0,0,0,1,18,0,0,6,7,5,11.8,0,0,6,7,5,13.0,0,8.9,1.4,3.51,No dropout
87798832B,1,17,3,9500,1,1,133.0,1,1,1,9,9,128.5,1,0,0,1,0,1,18,0,0,7,7,7,14.86857143,0,0,8,9,8,15.11111111,0,11.1,0.6,2.02,No dropout
35610732B,1,1,4,9500,1,1,125.0,1,19,1,1,1,117.8,1,0,0,1,0,0,18,0,0,7,10,7,13.03,0,0,8,8,8,13.21875,0,15.5,2.8,-4.06,No dropout
15920429D,1,17,1,9670,1,1,120.0,1,38,38,5,7,115.1,1,0,0,1,0,0,19,0,0,6,7,6,14.57142857,0,0,6,7,6,12.33333333,0,12.4,0.5,1.79,No dropout
11101554B,1,17,2,9238,1,1,125.0,1,19,19,3,3,118.0,1,0,0,1,0,0,18,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,8.9,1.4,3.51,No dropout
60678370D,1,39,1,9500,1,19,133.1,1,19,37,9,4,120.0,0,0,0,1,0,1,25,0,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,9.4,-0.8,-3.12,No dropout
26022196D,1,1,4,9500,1,1,133.1,1,19,38,9,9,119.6,1,0,0,1,0,1,19,0,0,7,7,6,12.80833333,0,0,8,11,7,12.82571429,0,12.4,0.5,1.79,No dropout
46232187A,1,17,6,9500,1,1,143.0,1,1,38,3,3,133.2,1,0,0,1,0,0,18,0,0,7,7,7,13.91857143,0,0,8,9,8,13.8875,0,11.1,0.6,2.02,No dropout
21819312D,1,17,1,9130,1,1,147.0,1,4,1,2,10,141.8,1,0,0,1,0,0,19,0,0,6,8,6,13.0,0,0,6,9,4,12.8,0,13.9,-0.3,0.79,No dropout
50114303C,2,1,1,9500,1,1,142.0,1,19,38,4,5,130.3,0,0,0,1,0,0,18,0,0,7,7,6,13.68333333,0,0,7,7,6,13.68333333,0,7.6,2.6,0.32,No dropout
93936243C,1,39,1,9085,1,1,150.0,1,19,19,4,10,100.0,0,0,0,1,0,0,24,0,1,6,11,5,13.0,0,1,6,12,1,12.0,0,13.9,-0.3,0.79,Dropout
10508383D,1,1,2,9773,1,1,124.0,1,3,3,3,4,114.6,1,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,11.1,0.6,2.02,No dropout
25381952D,1,1,2,9254,1,1,136.0,1,1,1,9,4,123.4,1,0,0,1,0,1,18,0,0,6,9,6,13.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,No dropout
68705208D,1,1,1,9238,1,1,116.0,1,38,38,9,6,116.4,1,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.16666667,0,8.9,1.4,3.51,No dropout
20037149D,2,1,1,9070,1,1,127.0,1,12,19,9,9,123.2,0,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,14.5,0,11.1,0.6,2.02,No dropout
70476164D,1,1,1,9070,1,1,117.0,1,4,19,3,5,123.7,1,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.4,0,12.4,0.5,1.79,No dropout
47756066C,1,1,2,9773,1,1,116.0,1,1,19,4,7,127.6,1,0,0,1,0,1,19,0,0,6,7,6,13.85714286,0,0,6,7,6,13.14285714,0,13.9,-0.3,0.79,Dropout
15371411A,1,1,4,9500,1,1,129.0,1,37,37,9,9,117.1,1,0,0,1,0,0,30,0,0,7,7,7,14.69285714,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,No dropout
86478501A,1,1,1,9500,1,1,157.0,1,19,38,5,3,149.3,0,0,0,1,0,0,18,0,0,8,8,8,14.035,0,0,8,8,8,14.035,0,9.4,-0.8,-3.12,No dropout
73768234A,1,17,1,9085,1,1,135.0,1,1,19,4,10,125.6,1,0,0,1,0,0,18,0,0,5,8,4,11.0,1,0,5,8,3,14.0,0,12.7,3.7,-1.7,No dropout
95842779D,1,1,1,9773,1,1,139.0,1,38,38,9,9,145.0,1,0,0,1,0,1,18,0,0,6,6,6,13.33333333,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,No dropout
27720581B,1,18,1,9500,1,1,115.0,1,38,37,5,5,115.0,0,0,0,1,0,0,20,0,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,15.5,2.8,-4.06,No dropout
55921369C,1,1,1,9254,1,1,123.0,1,38,38,4,7,114.3,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
79304588A,1,43,2,9254,1,1,140.0,1,19,19,9,9,126.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
11075319C,1,1,1,171,1,1,138.0,1,19,37,7,7,124.0,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
14661066C,1,1,4,9254,1,1,132.0,1,1,38,5,6,122.6,1,0,0,1,0,1,18,0,0,6,7,6,12.28571429,0,0,6,6,6,12.0,0,8.9,1.4,3.51,No dropout
24972608D,1,1,4,9500,1,1,140.0,1,3,19,2,3,133.8,1,0,0,1,0,0,17,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,10.8,1.4,1.74,No dropout
55798862C,1,18,1,9853,1,1,117.0,1,19,38,4,0,113.5,1,0,0,1,0,0,19,0,0,7,10,6,12.16666667,0,0,7,9,6,13.16666667,0,12.4,0.5,1.79,No dropout
97267756D,1,1,4,9238,1,1,125.0,1,19,1,4,5,122.6,1,1,0,1,0,0,18,0,0,6,9,5,11.83333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,No dropout
79769007A,1,7,1,9500,1,3,140.0,1,37,37,4,4,140.0,0,0,0,1,0,0,25,0,0,8,8,7,14.80571429,0,0,8,8,7,14.80571429,0,10.8,1.4,1.74,No dropout
25801485B,1,1,1,9238,1,1,133.1,1,12,38,4,9,107.0,1,0,0,1,0,0,19,0,0,6,11,5,10.6,0,0,6,10,6,11.71428571,0,11.1,0.6,2.02,Dropout
92479415D,1,53,1,9085,1,42,130.0,1,19,1,9,9,130.0,1,0,1,0,0,0,24,0,7,9,9,8,13.125,0,4,9,13,6,13.0,0,8.9,1.4,3.51,No dropout
36313279D,1,1,1,9238,1,1,134.0,1,1,1,4,9,124.2,1,0,1,1,0,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,9.4,-0.8,-3.12,No dropout
69252582D,1,18,1,9500,1,1,128.0,1,19,1,9,4,125.8,0,0,0,1,0,1,20,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,No dropout
30232911B,1,1,1,9670,1,1,115.0,1,1,1,5,4,108.0,1,0,0,1,0,1,20,0,0,6,9,5,13.0,0,0,6,6,5,13.8,0,12.4,0.5,1.79,No dropout
44138750B,1,1,2,9500,1,1,119.0,1,1,1,4,4,115.2,1,0,0,1,0,1,20,0,0,7,8,7,12.725,0,0,8,8,8,13.7125,0,13.9,-0.3,0.79,No dropout
14062325B,1,17,1,9085,1,1,131.0,1,1,3,4,1,129.3,1,0,0,1,0,0,19,0,0,5,10,4,11.25,1,0,5,10,3,10.33333333,0,12.7,3.7,-1.7,No dropout
